Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
HP1504101T2D_O20	(1, 31.99418422486057)	(2, 32.156375178956196)	(3, 32.26052310643857)	(4, 35.84765464948687)	(5, 35.825857905164064)	(6, 35.86107214646209)	(7, 35.83521906166698)	(8, 35.82383720649979)	(9, 37.55573165970123)	(10, 37.4635719898001)	(11, 37.56803275922739)	(12, 37.49950976847768)	(13, 37.54499476989969)	(14, 38.82683258376596)	(15, 38.79452213272404)	(16, 38.779306156093185)	(17, 38.766541819110834)	(18, 38.75435737251329)	(19, 38.794658549165355)	(20, 38.771815784780166)	(21, 38.704342670387994)	(22, 38.64815259359951)	(23, 38.61949116185353)	(24, 38.57021445821463)	(25, 38.527361860276784)	(26, 38.336730729370025)	(27, 38.22394036239534)	(28, 38.13573291299716)	(29, 38.03711394870163)	(30, 37.95974606296366)	(31, 37.90011279663345)	(32, 37.79995999093771)	(33, 37.768226538059224)	(34, 37.69025707027616)	(35, 37.628397757564365)	(36, 37.57615797313127)	(37, 37.40126486481275)	(38, 37.28734267520836)	(39, 37.22407870698423)	(40, 37.12478007066661)	(41, 36.997484249444454)	(42, 36.90953902811721)	(43, 36.06434614105363)
HP1504101T2D_O21	(1, 31.849266657326815)	(2, 31.94744361065453)	(3, 31.985767252248962)	(4, 35.64273297171012)	(5, 35.66941863379039)	(6, 35.75319314349759)	(7, 35.71114211239786)	(8, 35.7578854316096)	(9, 37.3894924712257)	(10, 37.3093930610175)	(11, 37.46092061982403)	(12, 37.39059944079291)	(13, 37.46337923672377)	(14, 38.553388096426715)	(15, 38.518522501474976)	(16, 38.441746959780104)	(17, 38.552966816564684)	(18, 38.62161767520605)	(19, 38.69729315356095)	(20, 38.69858264484825)	(21, 38.631654396602926)	(22, 38.530098324943914)	(23, 38.47406711668959)	(24, 38.392666375947385)	(25, 38.307179121883074)	(26, 38.02604831596582)	(27, 37.8204844619753)	(28, 37.68588209294203)	(29, 37.51014327461725)	(30, 37.29005957114302)	(31, 37.07542488096624)	(32, 36.81648378319182)	(33, 36.64116131170961)	(34, 36.44564503175878)	(35, 36.24735146185099)	(36, 36.053036865441044)	(37, 35.697680888890645)	(38, 35.43233969166655)	(39, 35.16938311605027)	(40, 34.85259940527517)	(41, 34.513924927336625)	(42, 34.1782260467374)	(43, 33.2919962745837)
HP1504101T2D_O22	(1, 31.995752521698595)	(2, 32.162972815034195)	(3, 32.27252093268511)	(4, 35.85519210495598)	(5, 35.82784217423756)	(6, 35.859183298480815)	(7, 35.833638776181274)	(8, 35.82446223463387)	(9, 37.554715511010116)	(10, 37.4545667111851)	(11, 37.566407031040285)	(12, 37.496600728570485)	(13, 37.54443024322383)	(14, 38.824350662381995)	(15, 38.7998007164927)	(16, 38.7754996908749)	(17, 38.76188382566891)	(18, 38.75083743628322)	(19, 38.78355351362378)	(20, 38.76353678883276)	(21, 38.688683591035776)	(22, 38.638966921957234)	(23, 38.6160062362629)	(24, 38.56479162685231)	(25, 38.51872112423589)	(26, 38.33256632012988)	(27, 38.220274556113665)	(28, 38.13355787709304)	(29, 38.03387009528565)	(30, 37.957406648454246)	(31, 37.91090016713744)	(32, 37.81600778280896)	(33, 37.78448512351564)	(34, 37.70628218058577)	(35, 37.651446812255564)	(36, 37.614049487264744)	(37, 37.430059111199974)	(38, 37.32131188347586)	(39, 37.261650923195944)	(40, 37.16719451756784)	(41, 37.04495846235026)	(42, 36.95872084438469)	(43, 36.10939014901708)
HP1504101T2D_O23	(1, 31.984673449294387)	(2, 32.14994132330857)	(3, 32.260307207287845)	(4, 35.84865590595817)	(5, 35.82356117790972)	(6, 35.85332617278794)	(7, 35.82690972740202)	(8, 35.81673926664081)	(9, 37.54510248530596)	(10, 37.452504201847816)	(11, 37.55548477886843)	(12, 37.480175731718234)	(13, 37.536743045817545)	(14, 38.79859872104703)	(15, 38.7790384978767)	(16, 38.75971894859325)	(17, 38.74730833109566)	(18, 38.734529741126394)	(19, 38.73906972581078)	(20, 38.73276844586329)	(21, 38.65913715427992)	(22, 38.6014127159352)	(23, 38.58827709321638)	(24, 38.53265208700063)	(25, 38.488042883710754)	(26, 38.309745303378385)	(27, 38.18986981730664)	(28, 38.08803244124872)	(29, 37.99838639098567)	(30, 37.93626418434426)	(31, 37.899139740032425)	(32, 37.82310568766099)	(33, 37.774702887092126)	(34, 37.71774771011725)	(35, 37.66503813984943)	(36, 37.62413352428121)	(37, 37.45051168063968)	(38, 37.34612534932522)	(39, 37.29510149078577)	(40, 37.18966444888663)	(41, 37.088366600033815)	(42, 37.00610138138855)	(43, 36.14023231991725)
HP1504101T2D_O24	(1, 32.06975697674894)	(2, 32.24172581492014)	(3, 32.354009670469324)	(4, 35.92343958701641)	(5, 35.894692163345546)	(6, 35.92416963210984)	(7, 35.89752882656056)	(8, 35.8942182180709)	(9, 37.62841055166295)	(10, 37.538874609206864)	(11, 37.63597294277673)	(12, 37.5655104504495)	(13, 37.61717982996374)	(14, 38.91906077654605)	(15, 38.886457838727786)	(16, 38.87319846772296)	(17, 38.856625860066124)	(18, 38.84710899222823)	(19, 38.874030135093385)	(20, 38.84590208167978)	(21, 38.782854511357456)	(22, 38.73551897153583)	(23, 38.71166372604503)	(24, 38.669324030806735)	(25, 38.62177882203428)	(26, 38.448226662064464)	(27, 38.34885087982114)	(28, 38.260117110913704)	(29, 38.16757455074485)	(30, 38.09340459741517)	(31, 38.05055912693615)	(32, 37.95890342554679)	(33, 37.926069793479)	(34, 37.85868400319351)	(35, 37.815715009084684)	(36, 37.77199844880018)	(37, 37.59560086507423)	(38, 37.49073222354799)	(39, 37.433669562901564)	(40, 37.3349803150641)	(41, 37.21252255109294)	(42, 37.125118632327684)	(43, 36.27881706997278)
HP1504101T2D_O3	(1, 32.00156150367332)	(2, 32.17567337215346)	(3, 32.284317129751415)	(4, 35.8735266202705)	(5, 35.84589025000193)	(6, 35.8701658098038)	(7, 35.84674746360876)	(8, 35.8298816806718)	(9, 37.575747308580766)	(10, 37.470390004131744)	(11, 37.57710187443574)	(12, 37.50441829779264)	(13, 37.550549297147974)	(14, 38.83507546917012)	(15, 38.813060792719156)	(16, 38.794016200074495)	(17, 38.770470885251925)	(18, 38.74373522060624)	(19, 38.76883783019735)	(20, 38.7470132559456)	(21, 38.67184081360935)	(22, 38.62215048377853)	(23, 38.60128624130072)	(24, 38.5532107279371)	(25, 38.5052972574075)	(26, 38.32570609638813)	(27, 38.220149570446196)	(28, 38.12514266433493)	(29, 38.032611295718354)	(30, 37.96259335876915)	(31, 37.93190202511453)	(32, 37.837405097965764)	(33, 37.814618087487695)	(34, 37.75786100653152)	(35, 37.705776511365094)	(36, 37.66552394901894)	(37, 37.502048684401586)	(38, 37.40054463227851)	(39, 37.36354064293826)	(40, 37.27968102113642)	(41, 37.16913413709385)	(42, 37.10328020994017)	(43, 36.21496840866221)
HP1504101T2D_O4	(1, 31.477159731942347)	(2, 31.639303779560276)	(3, 31.741256118390563)	(4, 35.43779616676427)	(5, 35.353144996103595)	(6, 35.390180118274)	(7, 35.372376036495545)	(8, 35.364595445952766)	(9, 36.99571254398144)	(10, 36.8299362380746)	(11, 36.97785770082938)	(12, 36.88851110311045)	(13, 36.96557250839208)	(14, 38.09233963871063)	(15, 38.04362658053527)	(16, 38.019905978655785)	(17, 38.00129347500143)	(18, 37.986785122405415)	(19, 38.00821676234559)	(20, 37.98716959280918)	(21, 37.90057256949373)	(22, 37.83195729276434)	(23, 37.80349896268193)	(24, 37.741051192845276)	(25, 37.69029827947144)	(26, 37.4418824573393)	(27, 37.29994425649158)	(28, 37.18515587031785)	(29, 37.07361057190207)	(30, 36.97783608024433)	(31, 36.91054717940668)	(32, 36.819278229668896)	(33, 36.765945886495686)	(34, 36.684706068146205)	(35, 36.61336753772557)	(36, 36.57251215217884)	(37, 36.35179887967768)	(38, 36.22216091167427)	(39, 36.13925724830114)	(40, 36.011579233334054)	(41, 35.8703573318694)	(42, 35.764667451901246)	(43, 34.87447652333472)
HP1504101T2D_O5	(1, 31.869032495965033)	(2, 31.97193670700347)	(3, 32.03061362390245)	(4, 35.68160634165553)	(5, 35.70315480373456)	(6, 35.78429142888032)	(7, 35.751947016441044)	(8, 35.777482180503966)	(9, 37.427853243032445)	(10, 37.35728282609871)	(11, 37.501627501100444)	(12, 37.43111307174905)	(13, 37.493652166526374)	(14, 38.59364791919254)	(15, 38.56378916234854)	(16, 38.5025368166619)	(17, 38.606916010904065)	(18, 38.65656541280224)	(19, 38.73183106422741)	(20, 38.725707181083145)	(21, 38.65056412315724)	(22, 38.553850401179986)	(23, 38.48788544554532)	(24, 38.40369170534315)	(25, 38.333637725591345)	(26, 38.0610554238453)	(27, 37.86318082830732)	(28, 37.73272493493857)	(29, 37.5656724687821)	(30, 37.35739480126339)	(31, 37.1513633941603)	(32, 36.91391716154541)	(33, 36.74193778814299)	(34, 36.54451881568888)	(35, 36.34232448858239)	(36, 36.14879182658522)	(37, 35.80543735954839)	(38, 35.541695303993265)	(39, 35.298512274794774)	(40, 35.00125006757122)	(41, 34.69140416856509)	(42, 34.365373997050035)	(43, 33.504125705636596)
HP1504101T2D_O6	(1, 32.018817431812735)	(2, 32.190753877385106)	(3, 32.305261156534186)	(4, 35.89131997382296)	(5, 35.865880799091194)	(6, 35.89511123455274)	(7, 35.87289829694255)	(8, 35.86472333511741)	(9, 37.61018496774955)	(10, 37.518081947495716)	(11, 37.6179969555479)	(12, 37.54937698398981)	(13, 37.59225202436992)	(14, 38.88243336833937)	(15, 38.856429169999394)	(16, 38.84014480816018)	(17, 38.82516870246024)	(18, 38.81074808410508)	(19, 38.84457082642451)	(20, 38.816309513734005)	(21, 38.75015585830543)	(22, 38.69863977122504)	(23, 38.67864103477994)	(24, 38.62398811304764)	(25, 38.58419507380472)	(26, 38.4110135498383)	(27, 38.31054067037548)	(28, 38.23036095949114)	(29, 38.134033374537935)	(30, 38.064981887059645)	(31, 38.02365112533869)	(32, 37.92744572376067)	(33, 37.91426839575016)	(34, 37.84531286692263)	(35, 37.7943844520761)	(36, 37.761884270291084)	(37, 37.58935836443546)	(38, 37.49153120205793)	(39, 37.44633229348327)	(40, 37.35978951082545)	(41, 37.24397933968528)	(42, 37.1721533955654)	(43, 36.34468645361859)
HP1504101T2D_O7	(1, 31.8702553583808)	(2, 31.992240264149057)	(3, 32.03214492463604)	(4, 35.673485395330225)	(5, 35.689185326005386)	(6, 35.76809413883549)	(7, 35.73864895190858)	(8, 35.77126735800916)	(9, 37.42073384266836)	(10, 37.32645564282702)	(11, 37.472059233424574)	(12, 37.41247739796028)	(13, 37.47654748036392)	(14, 38.59734778910957)	(15, 38.57191200748994)	(16, 38.474848307259094)	(17, 38.55184532700596)	(18, 38.60503962950522)	(19, 38.66775894969304)	(20, 38.646797121232694)	(21, 38.57463675931418)	(22, 38.49223669070404)	(23, 38.438865502676514)	(24, 38.354819862636774)	(25, 38.26835142687659)	(26, 37.99026414905554)	(27, 37.802340249140585)	(28, 37.64552854825223)	(29, 37.49023377477291)	(30, 37.28643484537704)	(31, 37.11365341871485)	(32, 36.89439933962736)	(33, 36.735029052107976)	(34, 36.54575796342222)	(35, 36.34937035898829)	(36, 36.19011263498689)	(37, 35.86148791103551)	(38, 35.60962435945998)	(39, 35.37229936892961)	(40, 35.070920376498165)	(41, 34.77390277370802)	(42, 34.454595807634306)	(43, 33.54380686244381)
HP1504101T2D_O8	(1, 31.77522357908117)	(2, 31.903946114036682)	(3, 31.946745335482113)	(4, 35.59805418104231)	(5, 35.618628847376065)	(6, 35.693184526511715)	(7, 35.65583291719629)	(8, 35.68956271563464)	(9, 37.31418251770474)	(10, 37.215104072090064)	(11, 37.36798903668059)	(12, 37.30880158207736)	(13, 37.36919772562194)	(14, 38.49816426820411)	(15, 38.45381871935718)	(16, 38.37819479753042)	(17, 38.44471666742328)	(18, 38.46176457236245)	(19, 38.53672314781188)	(20, 38.509523390684585)	(21, 38.439061932540405)	(22, 38.35105036771382)	(23, 38.27981007127293)	(24, 38.20968908888687)	(25, 38.11351887370619)	(26, 37.84041333757037)	(27, 37.6542326811331)	(28, 37.498849475667335)	(29, 37.351884533321225)	(30, 37.157980751770474)	(31, 37.01510009987289)	(32, 36.802233237243506)	(33, 36.65785732930815)	(34, 36.49192221263846)	(35, 36.317356035500275)	(36, 36.177729764390776)	(37, 35.84855922008353)	(38, 35.602210822589434)	(39, 35.36969283412021)	(40, 35.08569916696931)	(41, 34.80771205965135)	(42, 34.49023260168876)	(43, 33.62287344516071)
HP1504101T2D_O9	(1, 31.946796147656457)	(2, 32.11980868632278)	(3, 32.2309591252513)	(4, 35.825616781057136)	(5, 35.80476178539378)	(6, 35.82837518737811)	(7, 35.79889302777959)	(8, 35.78021387425237)	(9, 37.52838571564651)	(10, 37.412057374049326)	(11, 37.529862681299285)	(12, 37.441817279395174)	(13, 37.492178499270544)	(14, 38.758145620992366)	(15, 38.745145716248125)	(16, 38.723101527601614)	(17, 38.691986985054875)	(18, 38.67023959330803)	(19, 38.69418187834335)	(20, 38.669675077583314)	(21, 38.592702405960004)	(22, 38.53440788517169)	(23, 38.51277881110782)	(24, 38.459897825661905)	(25, 38.412128565197555)	(26, 38.23049888951836)	(27, 38.117124479226725)	(28, 38.01790306974226)	(29, 37.92965011054682)	(30, 37.86394068072775)	(31, 37.844172603440235)	(32, 37.75439856013396)	(33, 37.73146598617287)	(34, 37.68081599093566)	(35, 37.632216501306004)	(36, 37.612189729423505)	(37, 37.44710748359345)	(38, 37.34191403919524)	(39, 37.30914104370234)	(40, 37.23076460295894)	(41, 37.13475080591388)	(42, 37.07583962940495)	(43, 36.168969683600466)
HP1504101T2D_P1	(1, 32.006219690277455)	(2, 32.147696911788564)	(3, 32.208772467504375)	(4, 35.8283077034019)	(5, 35.82307955795129)	(6, 35.921534550830195)	(7, 35.862150029746346)	(8, 35.89321242495809)	(9, 37.5590870576358)	(10, 37.47195009825308)	(11, 37.58846562945068)	(12, 37.53575150083831)	(13, 37.593711802989056)	(14, 38.79662874758874)	(15, 38.77516450630082)	(16, 38.70558690439705)	(17, 38.74658277596495)	(18, 38.79277794804305)	(19, 38.903156718166905)	(20, 38.854607077827254)	(21, 38.822466602967424)	(22, 38.74475833348357)	(23, 38.68568028989165)	(24, 38.619178279759865)	(25, 38.52881789828553)	(26, 38.337125241125676)	(27, 38.17416214462132)	(28, 38.07507256305324)	(29, 37.96616849050821)	(30, 37.79295822892066)	(31, 37.6629144206674)	(32, 37.511453244154396)	(33, 37.35265824154032)	(34, 37.242203753447875)	(35, 37.100834700463324)	(36, 37.00203356829941)	(37, 36.7816906740702)	(38, 36.56013629234347)	(39, 36.405000991544824)	(40, 36.10119165660098)	(41, 35.94731471632804)	(42, 35.68153382970668)	(43, 34.86808848185473)
HP1504101T2D_P10	(1, 31.95155009447984)	(2, 31.991380857598617)	(3, 32.00337183109385)	(4, 35.68302166078814)	(5, 35.70521887660752)	(6, 35.86339042456435)	(7, 35.78125447443196)	(8, 35.8567717943909)	(9, 37.43143506502673)	(10, 37.39547827770417)	(11, 37.541939165875135)	(12, 37.502384683174924)	(13, 37.55272418542651)	(14, 38.59442034553202)	(15, 38.54390741177681)	(16, 38.44977847150379)	(17, 38.667854470802)	(18, 38.75053693183537)	(19, 38.89110114888288)	(20, 38.90106136046931)	(21, 38.84987285050809)	(22, 38.69877569458309)	(23, 38.56022812292664)	(24, 38.43433903438985)	(25, 38.32584956228712)	(26, 38.00488431513714)	(27, 37.73300018351473)	(28, 37.53880529893743)	(29, 37.317147737424705)	(30, 36.98861805341287)	(31, 36.61612549987598)	(32, 36.23200900230503)	(33, 35.86160166010249)	(34, 35.573794096472284)	(35, 35.236719885938534)	(36, 34.90635102133006)	(37, 34.45424735769038)	(38, 33.987656113561336)	(39, 33.557739582514074)	(40, 32.98409673444612)	(41, 32.501156546131774)	(42, 31.918148396867746)	(43, 31.057091231020845)
HP1504101T2D_P11	(1, 32.11518754053322)	(2, 32.300688756871835)	(3, 32.39885576604705)	(4, 35.965367870600176)	(5, 35.91764060409204)	(6, 35.98791118128508)	(7, 35.93968725457734)	(8, 35.93879518171196)	(9, 37.658029613535426)	(10, 37.57441967376403)	(11, 37.65946486573756)	(12, 37.61053973144776)	(13, 37.6432440530756)	(14, 38.97634159823337)	(15, 38.993771908461284)	(16, 38.95694722267069)	(17, 38.94155691342789)	(18, 38.91539879214429)	(19, 38.983697094743064)	(20, 38.95013695781262)	(21, 38.90734961320706)	(22, 38.851194857719854)	(23, 38.80823922329459)	(24, 38.76377855796148)	(25, 38.719362359450635)	(26, 38.60156632671211)	(27, 38.47983258583465)	(28, 38.408043979739546)	(29, 38.34933067170898)	(30, 38.28272210835675)	(31, 38.25016076466516)	(32, 38.16733891380551)	(33, 38.111733494599676)	(34, 38.0638304131173)	(35, 38.02394709405896)	(36, 38.00144004093684)	(37, 37.89173081290824)	(38, 37.75697239773315)	(39, 37.71954569957941)	(40, 37.58064639709283)	(41, 37.536685812484095)	(42, 37.432226405904096)	(43, 36.66433364072449)
HP1504101T2D_P12	(1, 31.335230373799124)	(2, 31.524602981252443)	(3, 31.622272709245735)	(4, 35.37599266490277)	(5, 35.14062744920294)	(6, 35.220617591013564)	(7, 35.17511222660993)	(8, 35.16311337484349)	(9, 36.7669879076654)	(10, 36.54808039145699)	(11, 36.70199373381755)	(12, 36.6075411371667)	(13, 36.70001170896057)	(14, 37.79174669363505)	(15, 37.77571674891267)	(16, 37.71496707326976)	(17, 37.67149944571292)	(18, 37.641300714435445)	(19, 37.685587969231875)	(20, 37.64780390890429)	(21, 37.58944418319613)	(22, 37.529549072820295)	(23, 37.45691008084849)	(24, 37.379993541186266)	(25, 37.3154082366872)	(26, 37.131219677097086)	(27, 36.96196476358287)	(28, 36.84834724244536)	(29, 36.74368802041136)	(30, 36.62854833440036)	(31, 36.574560583483944)	(32, 36.47325069073425)	(33, 36.37320045551634)	(34, 36.30727145336529)	(35, 36.24350577610579)	(36, 36.214196548122885)	(37, 36.04315601812245)	(38, 35.878543140909784)	(39, 35.81420334687418)	(40, 35.613212428872785)	(41, 35.543681032805864)	(42, 35.38933427005018)	(43, 34.500777135043975)
HP1504101T2D_P14	(1, 32.0778321734348)	(2, 32.26185153660201)	(3, 32.36697611349958)	(4, 35.93733234782619)	(5, 35.889109965368704)	(6, 35.96145859876064)	(7, 35.90767918489644)	(8, 35.89679764393916)	(9, 37.63385939897317)	(10, 37.53294551579191)	(11, 37.63040169054232)	(12, 37.562877584471394)	(13, 37.59975157509462)	(14, 38.925371327163674)	(15, 38.9476072838375)	(16, 38.91233444112529)	(17, 38.87331414124438)	(18, 38.84810961538114)	(19, 38.90200890450279)	(20, 38.86465601523801)	(21, 38.82155995660395)	(22, 38.76188195720754)	(23, 38.71143134069331)	(24, 38.66214453823629)	(25, 38.611584287064495)	(26, 38.500623773010474)	(27, 38.37771247889382)	(28, 38.28841625508491)	(29, 38.2292840194234)	(30, 38.163247209888326)	(31, 38.151275346237696)	(32, 38.07242091997935)	(33, 38.013521808562224)	(34, 37.970332982140995)	(35, 37.928070628815)	(36, 37.91727462698615)	(37, 37.814050584949086)	(38, 37.689712835507656)	(39, 37.6547725110975)	(40, 37.51519554425475)	(41, 37.48454301925413)	(42, 37.38543750553444)	(43, 36.54808413435908)
HP1504101T2D_P15	(1, 31.929914096940042)	(2, 31.968759094191572)	(3, 31.94240614794296)	(4, 35.64429989545048)	(5, 35.67659707476908)	(6, 35.831820778408904)	(7, 35.72801496028196)	(8, 35.832101014238134)	(9, 37.373231011327995)	(10, 37.33626143847207)	(11, 37.485222949158754)	(12, 37.46651720755774)	(13, 37.53149419588485)	(14, 38.554365750870346)	(15, 38.503912523308074)	(16, 38.34743853673784)	(17, 38.580346845730176)	(18, 38.70788648293256)	(19, 38.858340788324945)	(20, 38.89886720055185)	(21, 38.83093695771672)	(22, 38.699145280720856)	(23, 38.575006197523145)	(24, 38.4520958406536)	(25, 38.34519126095345)	(26, 37.997860507226854)	(27, 37.6887334418349)	(28, 37.47568415266386)	(29, 37.22035158818267)	(30, 36.854967180073075)	(31, 36.43495295271559)	(32, 36.01829077700773)	(33, 35.61745653650072)	(34, 35.304028928960214)	(35, 34.9607238707035)	(36, 34.59847594822104)	(37, 34.0629021653607)	(38, 33.531596589745526)	(39, 33.05604716584572)	(40, 32.38081893531942)	(41, 31.795007490919282)	(42, 31.12647258539109)	(43, 30.194553724441953)
HP1504101T2D_P16	(1, 31.887655496037894)	(2, 31.898044033231514)	(3, 31.8704753050895)	(4, 35.59184411291631)	(5, 35.63385571148199)	(6, 35.80163648973689)	(7, 35.67608865672082)	(8, 35.80854250593947)	(9, 37.32215901545)	(10, 37.27327460268272)	(11, 37.441863296294656)	(12, 37.44917880384258)	(13, 37.51844924520785)	(14, 38.48453524576859)	(15, 38.41075671049331)	(16, 38.26454247642658)	(17, 38.526554222556705)	(18, 38.67797748166512)	(19, 38.84745525108091)	(20, 38.88433898505172)	(21, 38.85219206988652)	(22, 38.688163117741674)	(23, 38.542716218808565)	(24, 38.40133472043915)	(25, 38.27591969542698)	(26, 37.877266958844274)	(27, 37.493994126934936)	(28, 37.26398910974368)	(29, 36.923513657089735)	(30, 36.50976876650877)	(31, 36.01839390853956)	(32, 35.514892941992414)	(33, 35.040299850959904)	(34, 34.6688690660646)	(35, 34.19982439830596)	(36, 33.76010816474095)	(37, 33.13019980226364)	(38, 32.50377396077737)	(39, 31.90636297903109)	(40, 31.09609396904098)	(41, 30.417341774019803)	(42, 29.61122301415143)	(43, 28.650220608850915)
HP1504101T2D_P17	(1, 32.10871452262817)	(2, 32.29877021910433)	(3, 32.401490193164435)	(4, 35.965140558450905)	(5, 35.92317331432876)	(6, 35.99066974252624)	(7, 35.94771489078559)	(8, 35.93948505247088)	(9, 37.666605419682575)	(10, 37.5847278843783)	(11, 37.66867926057777)	(12, 37.61963326116547)	(13, 37.64315345409347)	(14, 38.9798060587228)	(15, 39.00251292772968)	(16, 38.9707851885878)	(17, 38.945311397005426)	(18, 38.91522584262452)	(19, 38.98920927216291)	(20, 38.95665537425398)	(21, 38.91860681125008)	(22, 38.86096686920954)	(23, 38.81761886587248)	(24, 38.77385271676535)	(25, 38.729752861664004)	(26, 38.62222792659819)	(27, 38.50430946840095)	(28, 38.42812114743523)	(29, 38.37711479418649)	(30, 38.3199004286163)	(31, 38.30043334492973)	(32, 38.22423016256346)	(33, 38.17250640897899)	(34, 38.13864943644894)	(35, 38.106834555458356)	(36, 38.09746038930114)	(37, 38.00375520571218)	(38, 37.87831822987209)	(39, 37.85444271436726)	(40, 37.72918407533379)	(41, 37.70916982189962)	(42, 37.62172399001584)	(43, 36.841227551685584)
HP1504101T2D_P18	(1, 32.106372938255504)	(2, 32.288878259953144)	(3, 32.39307601163456)	(4, 35.9565291224543)	(5, 35.909474605827434)	(6, 35.980671218714626)	(7, 35.932015819383565)	(8, 35.93121495135697)	(9, 37.647775511188044)	(10, 37.56313694501915)	(11, 37.65354116363522)	(12, 37.602354304526976)	(13, 37.639462612007385)	(14, 38.96054967621806)	(15, 38.97705045895242)	(16, 38.9424403306386)	(17, 38.9272929594015)	(18, 38.911491069489486)	(19, 38.976534609488304)	(20, 38.94188736049344)	(21, 38.90106570488547)	(22, 38.8398656487351)	(23, 38.791790526716866)	(24, 38.745529197975685)	(25, 38.698075740696254)	(26, 38.57465758305112)	(27, 38.456330505477005)	(28, 38.37453231141947)	(29, 38.3079902905952)	(30, 38.22892708004883)	(31, 38.18510206267251)	(32, 38.09609605637565)	(33, 38.028677646139215)	(34, 37.96996211557161)	(35, 37.92356553101561)	(36, 37.89346236538953)	(37, 37.76668286607498)	(38, 37.63058564914471)	(39, 37.578489973362714)	(40, 37.42387337666355)	(41, 37.37090771158682)	(42, 37.255723518340815)	(43, 36.48244511792643)
HP1504101T2D_P19	(1, 32.07220034352562)	(2, 32.22062913932904)	(3, 32.30801056882892)	(4, 35.89052151677395)	(5, 35.86654725798465)	(6, 35.96021118315177)	(7, 35.90787768476108)	(8, 35.92940606431047)	(9, 37.60617282279029)	(10, 37.544848856461996)	(11, 37.64822569788314)	(12, 37.61426772561278)	(13, 37.65602272375588)	(14, 38.9113593633944)	(15, 38.90611363425353)	(16, 38.85315149944293)	(17, 38.88943832786581)	(18, 38.89983984278287)	(19, 38.991508572666504)	(20, 38.972684296855654)	(21, 38.93590229636049)	(22, 38.83730019033177)	(23, 38.772813699244864)	(24, 38.70618887719733)	(25, 38.64654772220847)	(26, 38.48270766278782)	(27, 38.31476695964348)	(28, 38.19499818179005)	(29, 38.097087575823224)	(30, 37.9591221914459)	(31, 37.847608860485266)	(32, 37.68376880106462)	(33, 37.54285656257737)	(34, 37.4319476897128)	(35, 37.31173403070067)	(36, 37.2115119769745)	(37, 37.01425553973756)	(38, 36.799488193240904)	(39, 36.650375634439214)	(40, 36.387725535404805)	(41, 36.240027892114384)	(42, 35.999089927890566)	(43, 35.22327424795741)
HP1504101T2D_P2	(1, 32.03836792986145)	(2, 32.22187168374178)	(3, 32.32516042011723)	(4, 35.9118755516766)	(5, 35.86345198306043)	(6, 35.939064158129106)	(7, 35.88785567644229)	(8, 35.87933729383411)	(9, 37.60551527834254)	(10, 37.50594868539805)	(11, 37.602088684802986)	(12, 37.535692112388304)	(13, 37.57282031955092)	(14, 38.880486764720466)	(15, 38.903427585317715)	(16, 38.86420176734868)	(17, 38.82717273800196)	(18, 38.81163355780579)	(19, 38.87639567981434)	(20, 38.846116692618196)	(21, 38.80330758016047)	(22, 38.73642106933521)	(23, 38.69028354937568)	(24, 38.63857223616222)	(25, 38.592283965922505)	(26, 38.47686776621805)	(27, 38.35193148796477)	(28, 38.27139612611451)	(29, 38.2078370310129)	(30, 38.143021352983766)	(31, 38.126209721409516)	(32, 38.0393091273344)	(33, 37.98070793124994)	(34, 37.93599559650497)	(35, 37.89878407997699)	(36, 37.88225609695623)	(37, 37.7780003768757)	(38, 37.655140882087494)	(39, 37.62003094347856)	(40, 37.477943845520635)	(41, 37.460462763689016)	(42, 37.36027035872616)	(43, 36.55415207926291)
HP1504101T2D_P20	(1, 31.988213325155364)	(2, 32.081072054256595)	(3, 32.13184772761721)	(4, 35.75981620718463)	(5, 35.7639527792759)	(6, 35.90110296839144)	(7, 35.82921438617641)	(8, 35.886568566282094)	(9, 37.51799153298154)	(10, 37.46090613312465)	(11, 37.58413526784613)	(12, 37.555886023074564)	(13, 37.59930240509854)	(14, 38.76673575640931)	(15, 38.72984148134048)	(16, 38.64232222609971)	(17, 38.7642374219656)	(18, 38.806948806615694)	(19, 38.922652975617666)	(20, 38.905715413710084)	(21, 38.84954827293269)	(22, 38.721447606357664)	(23, 38.60220611303223)	(24, 38.52068374170306)	(25, 38.42780474392733)	(26, 38.18395937100134)	(27, 37.96290127569275)	(28, 37.79388344278418)	(29, 37.64832439749162)	(30, 37.41071032010406)	(31, 37.19815449312451)	(32, 36.9314539865839)	(33, 36.68264014466546)	(34, 36.470843952356276)	(35, 36.21522336079298)	(36, 36.0021017734209)	(37, 35.66319984208059)	(38, 35.31239403008224)	(39, 35.012872370800416)	(40, 34.60845062727142)	(41, 34.29183630665976)	(42, 33.876098474033185)	(43, 33.074189517394046)
